dt_ms,view,marker_variant,aggregation_order,animal_pair_key,wt_animal_id,sca3_animal_id,n_cell_pairs,kl_minus_firing_p
0.05,z,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1706630991791505
0.05,z,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.08310038479437623
0.05,z,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2502517726530522
0.05,z,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.38189702417628957
0.05,z,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.0013784152350611034
0.05,z,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.053417152248766586
0.05,z,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.17421845958898835
0.05,z,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.34870239104549594
0.05,z,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.19933451520765263
0.05,z,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.11545845674573019
0.05,z,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3986852289453596
0.05,z,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.39643481683985615
0.05,z,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.035553991243771454
0.05,z,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.1466950261621059
0.05,z,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.16543756857327882
0.05,z,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.15273112646094128
0.05,z,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.15465717706569782
0.05,z,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.020751005589724467
0.05,z,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.20365657208061333
0.05,z,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.113324229372298
0.05,z,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.06901306469094243
0.05,z,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.2694634563401621
0.05,z,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.15495591661383035
0.05,z,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.1868646112968918
0.05,z,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1512293824706121
0.05,z,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.051422086303692785
0.05,z,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.27707285579699875
0.05,z,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.04904692158808521
0.05,z,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.029376933814991846
0.05,z,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.09964044626478019
0.05,z,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1687653273831821
0.05,z,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.205071648241867
0.05,z,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1648004043891111
0.05,z,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.009280358899528593
0.05,z,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.21712986308139082
0.05,z,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3452890284154916
0.05,z,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.002096496401264747
0.05,z,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.018111786497069404
0.05,z,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.16204617947329691
0.05,z,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.3566823046974607
0.05,z,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16670277568011208
0.05,z,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.09946235435942011
0.05,z,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.37006693932665313
0.05,z,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.310165659666282
0.05,z,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.029376933814991846
0.05,z,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.10176613853646843
0.05,z,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1687653273831821
0.05,z,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.205071648241867
0.05,z,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1648004043891111
0.05,z,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.009280358899528593
0.05,z,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.21712986308139082
0.05,z,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.315248730649193
0.05,z,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.03687327153430464
0.05,z,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.15432854021099515
0.05,z,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.16204617947329691
0.05,z,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.2690129387248358
0.05,z,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16349331426341346
0.05,z,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.03152988851333405
0.05,z,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.32529374440770686
0.05,z,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.266846860603143
0.05,z,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.029376933814991846
0.05,z,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.12698549716592977
0.05,z,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1687653273831821
0.05,z,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.205071648241867
0.05,z,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1648004043891111
0.05,z,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.009280358899528593
0.05,z,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.21712986308139082
0.05,z,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3033051516230859
0.05,z,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.03688985867087208
0.05,z,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.08890170774075631
0.05,z,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.16204617947329691
0.05,z,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.264108770907843
0.05,z,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16670277568011208
0.05,z,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.031367503860206036
0.05,z,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3248604687218238
0.05,z,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.2529469240290658
